Date,Week,SKU,Brand,Price,ACV,Is_New_Product,Post_Launch,Sales_Volume
2024-07-01,79,SKU_B2,Brand_B,2.24,0.85,0,1,9699
2024-07-01,79,SKU_A3,Brand_A,2.41,0.9,1,1,16494
2024-07-08,80,SKU_A1,Brand_A,2.16,0.82,0,1,13605
2024-07-08,80,SKU_A2,Brand_A,2.47,0.87,0,1,5515
2024-07-08,80,SKU_B2,Brand_B,2.31,0.97,0,1,11633
2024-07-08,80,SKU_C1,Brand_C,2.21,0.8,0,1,8804
2024-07-08,80,SKU_A3,Brand_A,2.21,0.81,1,1,26135
2024-07-15,81,SKU_A1,Brand_A,2.14,0.92,0,1,12209
2024-07-15,81,SKU_A2,Brand_A,2.54,0.8,0,1,5732
2024-07-15,81,SKU_B1,Brand_B,1.94,0.96,0,1,22148
2024-07-15,81,SKU_B2,Brand_B,2.28,0.82,0,1,7878
2024-07-15,81,SKU_C1,Brand_C,2.24,0.81,0,1,6221
2024-07-15,81,SKU_A3,Brand_A,2.12,0.88,1,1,28119
2024-07-22,82,SKU_A1,Brand_A,2.06,0.85,0,1,16099
2024-07-22,82,SKU_A2,Brand_A,2.48,0.94,0,1,5005
2024-07-22,82,SKU_B1,Brand_B,2.0,0.95,0,1,14610
2024-07-22,82,SKU_B2,Brand_B,2.14,0.9,0,1,11056
2024-07-22,82,SKU_C1,Brand_C,2.06,0.91,0,1,12172
2024-07-22,82,SKU_A3,Brand_A,2.25,0.83,1,1,20981
2024-07-29,83,SKU_A1,Brand_A,2.06,0.91,0,1,14188
2024-07-29,83,SKU_A2,Brand_A,2.7,0.88,0,1,3380
2024-07-29,83,SKU_B1,Brand_B,1.96,0.83,0,1,14977
2024-07-29,83,SKU_B2,Brand_B,2.2,0.97,0,1,10563
2024-07-29,83,SKU_C1,Brand_C,2.06,0.81,0,1,10529
2024-07-29,83,SKU_A3,Brand_A,2.17,0.8,1,1,22076
2024-08-05,84,SKU_A1,Brand_A,1.96,0.86,0,1,16313
2024-08-05,84,SKU_A2,Brand_A,2.52,0.9,0,1,5578
2024-08-05,84,SKU_B1,Brand_B,1.98,0.95,0,1,13663
2024-08-05,84,SKU_B2,Brand_B,2.12,0.84,0,1,9982
2024-08-05,84,SKU_C1,Brand_C,1.95,0.86,0,1,10407
2024-08-05,84,SKU_A3,Brand_A,2.33,0.83,1,1,19269
2024-08-12,85,SKU_A1,Brand_A,1.91,0.97,0,1,20444
2024-08-12,85,SKU_A2,Brand_A,2.51,0.96,0,1,5097
2024-08-12,85,SKU_B1,Brand_B,1.79,0.94,0,1,21807
2024-08-12,85,SKU_B2,Brand_B,2.12,0.96,0,1,9453
2024-08-12,85,SKU_C1,Brand_C,2.25,0.83,0,1,6368
2024-08-12,85,SKU_A3,Brand_A,2.29,0.96,1,1,17482
2024-08-19,86,SKU_A1,Brand_A,2.02,0.97,0,1,17173
2024-08-19,86,SKU_A2,Brand_A,2.64,0.88,0,1,3793
2024-08-19,86,SKU_B1,Brand_B,2.01,0.96,0,1,16947
2024-08-19,86,SKU_B2,Brand_B,2.24,0.97,0,1,5688
2024-08-19,86,SKU_C1,Brand_C,1.94,0.89,0,1,16049
2024-08-19,86,SKU_A3,Brand_A,2.37,0.82,1,1,16564
2024-08-26,87,SKU_A1,Brand_A,2.08,0.94,0,1,15647
2024-08-26,87,SKU_A2,Brand_A,2.64,0.91,0,1,3599
2024-08-26,87,SKU_B1,Brand_B,1.77,0.89,0,1,19171
2024-08-26,87,SKU_B2,Brand_B,2.17,0.81,0,1,6447
2024-08-26,87,SKU_C1,Brand_C,2.05,0.82,0,1,6363
2024-08-26,87,SKU_A3,Brand_A,2.14,0.89,1,1,21505
2024-09-02,88,SKU_A1,Brand_A,1.91,0.92,0,1,20205
2024-09-02,88,SKU_A2,Brand_A,2.44,0.92,0,1,5821
2024-09-02,88,SKU_B1,Brand_B,1.79,0.96,0,1,14438
2024-09-02,88,SKU_B2,Brand_B,2.23,0.91,0,1,8294
2024-09-02,88,SKU_C1,Brand_C,1.96,0.92,0,1,14441
2024-09-02,88,SKU_A3,Brand_A,2.42,0.94,1,1,12283
2024-09-09,89,SKU_A1,Brand_A,1.84,0.89,0,1,19492
2024-09-09,89,SKU_B1,Brand_B,1.82,0.93,0,1,17406
2024-09-09,89,SKU_B2,Brand_B,2.15,0.85,0,1,7881
2024-09-09,89,SKU_C1,Brand_C,2.22,0.86,0,1,6852
2024-09-09,89,SKU_A3,Brand_A,2.28,0.96,1,1,18418
2024-09-16,90,SKU_A1,Brand_A,1.94,0.82,0,1,18110
2024-09-16,90,SKU_A2,Brand_A,2.32,0.86,0,1,7989
2024-09-16,90,SKU_B1,Brand_B,2.04,0.89,0,1,10148
2024-09-16,90,SKU_B2,Brand_B,2.1,0.87,0,1,7094
2024-09-16,90,SKU_C1,Brand_C,2.06,0.81,0,1,8388
2024-09-16,90,SKU_A3,Brand_A,2.42,0.95,1,1,17659
2024-09-23,91,SKU_A2,Brand_A,2.66,0.85,0,1,3771
2024-09-23,91,SKU_B1,Brand_B,1.86,0.81,0,1,17072
2024-09-23,91,SKU_B2,Brand_B,2.12,0.95,0,1,9157
2024-09-23,91,SKU_C1,Brand_C,1.94,0.87,0,1,12061
2024-09-23,91,SKU_A3,Brand_A,2.3,0.87,1,1,14498
2024-09-30,92,SKU_A1,Brand_A,1.88,0.85,0,1,15914
2024-09-30,92,SKU_A2,Brand_A,2.44,0.87,0,1,5432
2024-09-30,92,SKU_B2,Brand_B,2.32,0.8,0,1,5021
2024-09-30,92,SKU_C1,Brand_C,2.23,0.94,0,1,6166
2024-10-07,93,SKU_A1,Brand_A,1.9,0.83,0,1,20373
2024-10-07,93,SKU_A2,Brand_A,2.53,0.83,0,1,4305
2024-10-07,93,SKU_B1,Brand_B,1.99,0.91,0,1,16947
2024-10-07,93,SKU_B2,Brand_B,2.12,0.86,0,1,7565
2024-10-07,93,SKU_C1,Brand_C,2.24,0.85,0,1,7037
2024-10-07,93,SKU_A3,Brand_A,2.38,0.81,1,1,12103
2024-10-14,94,SKU_A1,Brand_A,2.01,0.88,0,1,14455
2024-10-14,94,SKU_A2,Brand_A,2.32,0.95,0,1,8384
2024-10-14,94,SKU_B1,Brand_B,2.05,0.94,0,1,14465
2024-10-14,94,SKU_B2,Brand_B,2.36,0.84,0,1,7393
2024-10-14,94,SKU_C1,Brand_C,2.25,0.98,0,1,6937
2024-10-14,94,SKU_A3,Brand_A,2.28,0.91,1,1,22363
2024-10-21,95,SKU_A1,Brand_A,2.05,0.83,0,1,15941
2024-10-21,95,SKU_A2,Brand_A,2.5,0.8,0,1,4346
2024-10-21,95,SKU_B1,Brand_B,1.75,0.86,0,1,17481
2024-10-21,95,SKU_B2,Brand_B,2.14,0.95,0,1,10484
2024-10-21,95,SKU_A3,Brand_A,2.29,0.92,1,1,16807
2024-10-28,96,SKU_A1,Brand_A,2.09,0.85,0,1,10204
2024-10-28,96,SKU_A2,Brand_A,2.56,0.84,0,1,4967
2024-10-28,96,SKU_B1,Brand_B,1.81,0.97,0,1,23572
2024-10-28,96,SKU_B2,Brand_B,2.1,0.81,0,1,8797
2024-10-28,96,SKU_C1,Brand_C,1.94,0.83,0,1,12163
2024-10-28,96,SKU_A3,Brand_A,2.47,0.9,1,1,14547
2024-11-04,97,SKU_B1,Brand_B,1.81,0.81,0,1,12003
2024-11-04,97,SKU_B2,Brand_B,2.31,0.95,0,1,7226
2024-11-04,97,SKU_C1,Brand_C,2.04,0.92,0,1,11608
2024-11-04,97,SKU_A3,Brand_A,2.17,0.96,1,1,27425
2024-11-11,98,SKU_A2,Brand_A,2.6,0.95,0,1,3726
2024-11-11,98,SKU_B1,Brand_B,1.88,0.85,0,1,20933
2024-11-11,98,SKU_C1,Brand_C,2.06,0.96,0,1,10188
2024-11-11,98,SKU_A3,Brand_A,2.33,0.92,1,1,21000
2024-11-18,99,SKU_A1,Brand_A,2.08,0.82,0,1,17719
2024-11-18,99,SKU_A2,Brand_A,2.45,0.97,0,1,9656
2024-11-18,99,SKU_B1,Brand_B,2.0,0.93,0,1,14471
2024-11-18,99,SKU_B2,Brand_B,2.35,0.93,0,1,8738
2024-11-18,99,SKU_C1,Brand_C,2.18,0.96,0,1,10060
2024-11-18,99,SKU_A3,Brand_A,2.19,0.86,1,1,19084
2024-11-25,100,SKU_A1,Brand_A,2.11,0.8,0,1,10242
2024-11-25,100,SKU_A2,Brand_A,2.58,0.95,0,1,4640
2024-11-25,100,SKU_B1,Brand_B,1.91,0.97,0,1,20344
2024-11-25,100,SKU_B2,Brand_B,2.28,0.96,0,1,7769
2024-11-25,100,SKU_C1,Brand_C,1.99,0.94,0,1,9932
2024-11-25,100,SKU_A3,Brand_A,2.16,0.96,1,1,32174
2024-12-02,101,SKU_A1,Brand_A,2.06,0.81,0,1,10182
2024-12-02,101,SKU_A2,Brand_A,2.42,0.86,0,1,5892
2024-12-02,101,SKU_C1,Brand_C,2.03,0.88,0,1,8884
2024-12-02,101,SKU_A3,Brand_A,2.14,0.87,1,1,27429
2024-12-09,102,SKU_A1,Brand_A,1.86,0.89,0,1,23150
2024-12-09,102,SKU_A2,Brand_A,2.6,0.93,0,1,4072
2024-12-09,102,SKU_B1,Brand_B,1.88,0.86,0,1,15514
2024-12-09,102,SKU_C1,Brand_C,2.02,0.85,0,1,12140
2024-12-09,102,SKU_A3,Brand_A,2.34,0.81,1,1,16432
2024-12-16,103,SKU_A1,Brand_A,1.94,0.85,0,1,21484
2024-12-16,103,SKU_A2,Brand_A,2.68,0.82,0,1,3440
2024-12-16,103,SKU_B1,Brand_B,1.8,0.97,0,1,25899
2024-12-16,103,SKU_B2,Brand_B,2.1,0.91,0,1,11591
2024-12-16,103,SKU_C1,Brand_C,2.17,0.92,0,1,8742
2024-12-16,103,SKU_A3,Brand_A,2.33,0.85,1,1,16012
2024-12-23,104,SKU_A1,Brand_A,2.07,0.8,0,1,19288
2024-12-23,104,SKU_A2,Brand_A,2.56,0.84,0,1,5898
2024-12-23,104,SKU_B1,Brand_B,1.97,0.82,0,1,16749
2024-12-23,104,SKU_B2,Brand_B,2.28,0.8,0,1,7455
2024-12-23,104,SKU_C1,Brand_C,2.02,0.84,0,1,10424
2024-12-23,104,SKU_A3,Brand_A,2.14,0.88,1,1,23981
