,sku,brand,nest,Price,ACV,Date,Sales_Volume
391,SKU_04,Brand_C,Soda,1.7,0.9,2024-06-17,10688
392,SKU_07,Brand_E,Juice,3.28,0.64,2024-06-17,63
393,SKU_01,Brand_A,Soda,1.44,0.93,2024-06-24,23171
394,SKU_02,Brand_A,Soda,2.49,0.79,2024-06-24,1037
395,SKU_03,Brand_B,Soda,1.53,0.63,2024-06-24,6974
396,SKU_04,Brand_C,Soda,1.63,0.93,2024-06-24,11377
397,SKU_06,Brand_D,Juice,3.01,0.67,2024-06-24,123
398,SKU_07,Brand_E,Juice,3.81,0.9,2024-06-24,23
399,SKU_01,Brand_A,Soda,1.51,0.94,2024-07-01,39526
400,SKU_02,Brand_A,Soda,2.28,0.71,2024-07-01,4024
401,SKU_07,Brand_E,Juice,3.31,0.7,2024-07-01,149
402,SKU_01,Brand_A,Soda,1.49,0.77,2024-07-08,14797
403,SKU_02,Brand_A,Soda,2.55,0.86,2024-07-08,856
404,SKU_03,Brand_B,Soda,1.38,0.69,2024-07-08,10617
405,SKU_04,Brand_C,Soda,1.59,0.62,2024-07-08,6731
406,SKU_06,Brand_D,Juice,2.85,0.83,2024-07-08,206
407,SKU_07,Brand_E,Juice,3.15,0.62,2024-07-08,76
408,SKU_01,Brand_A,Soda,1.54,0.73,2024-07-15,11229
409,SKU_02,Brand_A,Soda,2.44,0.98,2024-07-15,1162
410,SKU_03,Brand_B,Soda,1.37,0.98,2024-07-15,11937
411,SKU_04,Brand_C,Soda,1.47,0.66,2024-07-15,10386
412,SKU_06,Brand_D,Juice,3.19,0.7,2024-07-15,96
413,SKU_07,Brand_E,Juice,3.54,0.83,2024-07-15,32
414,SKU_01,Brand_A,Soda,1.59,0.74,2024-07-22,9257
415,SKU_02,Brand_A,Soda,2.59,0.65,2024-07-22,457
416,SKU_03,Brand_B,Soda,1.31,0.8,2024-07-22,11480
417,SKU_04,Brand_C,Soda,1.49,0.86,2024-07-22,13424
418,SKU_06,Brand_D,Juice,3.16,0.89,2024-07-22,99
419,SKU_07,Brand_E,Juice,3.59,0.97,2024-07-22,23
420,SKU_01,Brand_A,Soda,1.5,0.91,2024-07-29,14721
421,SKU_02,Brand_A,Soda,2.62,0.63,2024-07-29,405
422,SKU_03,Brand_B,Soda,1.53,0.91,2024-07-29,7984
423,SKU_04,Brand_C,Soda,1.5,0.8,2024-07-29,12494
424,SKU_06,Brand_D,Juice,3.04,0.64,2024-07-29,118
425,SKU_01,Brand_A,Soda,1.39,0.72,2024-08-05,18968
426,SKU_02,Brand_A,Soda,2.48,0.72,2024-08-05,1077
427,SKU_03,Brand_B,Soda,1.39,0.77,2024-08-05,9671
428,SKU_06,Brand_D,Juice,3.2,0.81,2024-08-05,103
429,SKU_01,Brand_A,Soda,1.59,0.61,2024-08-12,13668
430,SKU_02,Brand_A,Soda,2.58,0.87,2024-08-12,1156
431,SKU_04,Brand_C,Soda,1.75,0.72,2024-08-12,10512
432,SKU_06,Brand_D,Juice,3.11,0.85,2024-08-12,219
433,SKU_07,Brand_E,Juice,3.42,0.71,2024-08-12,58
434,SKU_01,Brand_A,Soda,1.38,0.64,2024-08-19,10408
435,SKU_02,Brand_A,Soda,2.32,0.87,2024-08-19,1241
436,SKU_03,Brand_B,Soda,1.38,0.95,2024-08-19,11896
437,SKU_04,Brand_C,Soda,1.69,0.91,2024-08-19,6653
438,SKU_07,Brand_E,Juice,3.23,0.96,2024-08-19,61
439,SKU_01,Brand_A,Soda,1.53,0.75,2024-08-26,10056
440,SKU_02,Brand_A,Soda,2.35,0.8,2024-08-26,1171
441,SKU_03,Brand_B,Soda,1.53,0.97,2024-08-26,6946
442,SKU_04,Brand_C,Soda,1.44,0.99,2024-08-26,14109
443,SKU_06,Brand_D,Juice,2.77,0.66,2024-08-26,195
444,SKU_07,Brand_E,Juice,3.18,0.88,2024-08-26,65
445,SKU_01,Brand_A,Soda,1.53,0.85,2024-09-02,18070
446,SKU_02,Brand_A,Soda,2.53,0.78,2024-09-02,1019
447,SKU_03,Brand_B,Soda,1.5,0.93,2024-09-02,12401
448,SKU_06,Brand_D,Juice,3.25,0.91,2024-09-02,109
449,SKU_07,Brand_E,Juice,3.35,0.68,2024-09-02,44
450,SKU_01,Brand_A,Soda,1.64,0.99,2024-09-09,9100
451,SKU_03,Brand_B,Soda,1.34,0.73,2024-09-09,10220
452,SKU_04,Brand_C,Soda,1.47,0.64,2024-09-09,7633
453,SKU_07,Brand_E,Juice,3.45,1.0,2024-09-09,46
454,SKU_02,Brand_A,Soda,2.46,0.61,2024-09-16,944
455,SKU_03,Brand_B,Soda,1.46,0.94,2024-09-16,15000
456,SKU_04,Brand_C,Soda,1.55,0.67,2024-09-16,11899
457,SKU_07,Brand_E,Juice,3.76,0.89,2024-09-16,27
458,SKU_01,Brand_A,Soda,1.48,0.97,2024-09-23,15467
459,SKU_02,Brand_A,Soda,2.54,0.95,2024-09-23,841
460,SKU_03,Brand_B,Soda,1.45,0.87,2024-09-23,7793
461,SKU_04,Brand_C,Soda,1.55,0.65,2024-09-23,5994
462,SKU_07,Brand_E,Juice,3.17,0.8,2024-09-23,72
463,SKU_01,Brand_A,Soda,1.35,0.72,2024-09-30,11186
464,SKU_03,Brand_B,Soda,1.27,0.76,2024-09-30,9162
465,SKU_04,Brand_C,Soda,1.6,0.62,2024-09-30,4555
466,SKU_06,Brand_D,Juice,2.94,0.73,2024-09-30,86
467,SKU_07,Brand_E,Juice,3.7,0.93,2024-09-30,15
468,SKU_01,Brand_A,Soda,1.53,0.81,2024-10-07,11376
469,SKU_02,Brand_A,Soda,2.61,0.68,2024-10-07,515
470,SKU_03,Brand_B,Soda,1.52,0.9,2024-10-07,9365
471,SKU_04,Brand_C,Soda,1.66,0.67,2024-10-07,6478
472,SKU_06,Brand_D,Juice,2.95,0.73,2024-10-07,169
473,SKU_07,Brand_E,Juice,3.68,0.71,2024-10-07,19
474,SKU_01,Brand_A,Soda,1.53,0.97,2024-10-14,13521
475,SKU_02,Brand_A,Soda,2.4,0.9,2024-10-14,1115
476,SKU_03,Brand_B,Soda,1.4,0.8,2024-10-14,9062
477,SKU_04,Brand_C,Soda,1.61,0.61,2024-10-14,5396
478,SKU_06,Brand_D,Juice,2.95,0.89,2024-10-14,127
479,SKU_07,Brand_E,Juice,3.65,0.77,2024-10-14,27
480,SKU_01,Brand_A,Soda,1.64,0.78,2024-10-21,15560
481,SKU_02,Brand_A,Soda,2.38,0.96,2024-10-21,2966
482,SKU_04,Brand_C,Soda,1.76,0.66,2024-10-21,9071
483,SKU_07,Brand_E,Juice,3.58,0.81,2024-10-21,43
484,SKU_01,Brand_A,Soda,1.51,0.9,2024-10-28,14118
485,SKU_02,Brand_A,Soda,2.55,0.83,2024-10-28,805
486,SKU_03,Brand_B,Soda,1.45,0.7,2024-10-28,7566
487,SKU_04,Brand_C,Soda,1.61,0.85,2024-10-28,8359
488,SKU_06,Brand_D,Juice,2.88,0.87,2024-10-28,226
489,SKU_07,Brand_E,Juice,3.78,0.64,2024-10-28,11
490,SKU_01,Brand_A,Soda,1.47,0.88,2024-11-04,13907
491,SKU_02,Brand_A,Soda,2.39,0.6,2024-11-04,776
492,SKU_03,Brand_B,Soda,1.5,0.96,2024-11-04,8530
493,SKU_04,Brand_C,Soda,1.49,0.81,2024-11-04,10427
494,SKU_06,Brand_D,Juice,3.19,0.99,2024-11-04,99
495,SKU_01,Brand_A,Soda,1.53,0.93,2024-11-11,12275
496,SKU_02,Brand_A,Soda,2.7,0.74,2024-11-11,376
497,SKU_03,Brand_B,Soda,1.28,0.94,2024-11-11,14791
498,SKU_04,Brand_C,Soda,1.48,0.8,2024-11-11,8561
499,SKU_06,Brand_D,Juice,3.05,0.94,2024-11-11,106
500,SKU_07,Brand_E,Juice,3.19,0.86,2024-11-11,53
501,SKU_02,Brand_A,Soda,2.54,0.93,2024-11-18,1256
502,SKU_03,Brand_B,Soda,1.27,0.69,2024-11-18,14971
503,SKU_04,Brand_C,Soda,1.54,0.77,2024-11-18,14158
504,SKU_06,Brand_D,Juice,3.18,0.91,2024-11-18,102
505,SKU_07,Brand_E,Juice,3.3,0.98,2024-11-18,105
506,SKU_01,Brand_A,Soda,1.43,0.75,2024-11-25,19075
507,SKU_02,Brand_A,Soda,2.47,0.75,2024-11-25,1248
508,SKU_04,Brand_C,Soda,1.6,0.69,2024-11-25,10448
509,SKU_06,Brand_D,Juice,2.76,0.83,2024-11-25,403
510,SKU_07,Brand_E,Juice,3.65,1.0,2024-11-25,39
511,SKU_01,Brand_A,Soda,1.53,0.98,2024-12-02,23994
512,SKU_02,Brand_A,Soda,2.55,0.81,2024-12-02,1244
513,SKU_04,Brand_C,Soda,1.62,0.61,2024-12-02,11115
514,SKU_06,Brand_D,Juice,2.72,0.87,2024-12-02,547
515,SKU_07,Brand_E,Juice,3.64,0.95,2024-12-02,51
516,SKU_01,Brand_A,Soda,1.53,0.73,2024-12-09,14725
517,SKU_02,Brand_A,Soda,2.48,0.86,2024-12-09,1256
518,SKU_03,Brand_B,Soda,1.44,0.66,2024-12-09,7100
519,SKU_04,Brand_C,Soda,1.65,0.64,2024-12-09,8906
520,SKU_01,Brand_A,Soda,1.39,0.94,2024-12-16,19908
521,SKU_02,Brand_A,Soda,2.4,0.7,2024-12-16,1129
522,SKU_03,Brand_B,Soda,1.47,0.93,2024-12-16,11043
523,SKU_04,Brand_C,Soda,1.63,0.72,2024-12-16,9578
524,SKU_06,Brand_D,Juice,2.77,0.73,2024-12-16,236
525,SKU_01,Brand_A,Soda,1.47,0.9,2024-12-23,15586
526,SKU_03,Brand_B,Soda,1.35,0.94,2024-12-23,14834
527,SKU_04,Brand_C,Soda,1.45,0.9,2024-12-23,14862
528,SKU_06,Brand_D,Juice,2.83,0.85,2024-12-23,249
